artist,title,played_at,session,uri,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,label
Lauv,Mean It - stripped,(05/08) 21:22 PM,d7bb9f36a6baee1b30c85f7bf2bc7360de96f2ad,spotify:track:27as7exfxU3cNaYKr3HlHI,0.5379999999999999,0.228,-10.837,0.0334,0.746,0.126,0.517,90.912,5
Boy In Space,7UP,(05/08) 21:18 PM,d7bb9f36a6baee1b30c85f7bf2bc7360de96f2ad,spotify:track:4cB00WOFuQFLoDpnydcx8c,0.616,0.469,-7.38,0.027000000000000003,0.0167,0.111,0.233,135.035,4
TWIN XL,"Don't Wake Me, I'm Still Dreaming",(05/08) 20:17 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:6NdL165hAxSKNnozIA2HDY,0.388,0.777,-5.194,0.0341,0.0218,0.101,0.218,163.805,3
Talos,See Me,(05/08) 20:14 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:4akuE3uBD4t5HTXaAEm88t,0.436,0.6609999999999999,-6.034,0.0353,0.247,0.105,0.149,168.043,3
Jason Ross,Letting Go (with RUNN),(05/08) 20:04 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:6XxrZcC4CnlJy1qyYrrxqZ,0.3670000000000001,0.688,-6.11,0.0465,0.16699999999999998,0.0916,0.219,149.636,3
Calvin Harris,Summer,(05/08) 20:00 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:6YUTL4dYpB9xZO5qExPf05,0.596,0.856,-3.556,0.0346,0.0211,0.141,0.743,127.949,0
Lauv,Tattoos Together,(05/08) 19:56 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:1Srt81FTalOhRw7t7l8Yh8,0.862,0.4,-7.4860000000000015,0.0736,0.00575,0.123,0.596,122.963,2
Nightly,Twenty Something,(05/08) 19:53 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:6Wz9rIfo9tOBcVCd1Mo7F7,0.6409999999999999,0.589,-6.305,0.0275,0.096,0.208,0.11,100.001,4
Valley,Swim - Reprise,(05/08) 19:48 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:4eVE7ruYH5dNGYKT2jd5So,0.493,0.782,-6.968,0.0353,0.0187,0.321,0.314,104.941,4
Post Malone,I'm Gonna Be,(05/08) 19:44 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:1ckLp8lCl8LipXI0ypX72m,0.746,0.5589999999999999,-4.008,0.0316,0.703,0.14800000000000002,0.368,117.943,2
lovelytheband,coachella,(05/08) 19:41 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:1bPJ6Ay1La8IYPCuCvQA7k,0.563,0.6459999999999999,-6.849,0.0312,0.0664,0.0877,0.28800000000000003,115.013,4
88rising,La La Lost You,(05/08) 19:37 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:5Htq8DDDN0Xce9MwqzAzui,0.721,0.5820000000000001,-8.251,0.0411,0.315,0.065,0.487,100.083,2
Bazzi,Mine,(05/08) 19:34 PM,d4636d02a68334a11e106e8635c3b0bee5bff20b,spotify:track:7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,-3.874,0.0722,0.0161,0.451,0.7170000000000001,142.929,0
